source,section,date,title,url,content,status,error
almodon,politics,2026-01-31,مفارقة الموازنة في لبنان: لا شيء تغير,https://www.almodon.com/politics/2026/01/31/%D9%85%D9%81%D8%A7%D8%B1%D9%82%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B2%D9%86%D8%A9-%D9%81%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D9%84%D8%A7-%D8%B4%D9%8A%D8%A1-%D8%AA%D8%BA%D9%8A%D8%B1,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,هزة بقوة 2.8 درجات في عنايا - جبيل,https://www.nidaalwatan.com/article/362663-%D9%87%D8%B2%D8%A9-%D8%A8%D9%82%D9%88%D8%A9-28-%D8%AF%D8%B1%D8%AC%D8%A7%D8%AA-%D9%81%D9%8A-%D8%B9%D9%86%D8%A7%D9%8A%D8%A7--%D8%AC%D8%A8%D9%8A%D9%84,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,انخفاض المياه في تفاحتا إثر تضرر خط الكهرباء,https://www.nidaalwatan.com/article/362656-%D8%A7%D9%86%D8%AE%D9%81%D8%A7%D8%B6-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-%D9%81%D9%8A-%D8%AA%D9%81%D8%A7%D8%AD%D8%AA%D8%A7-%D8%A5%D8%AB%D8%B1-%D8%AA%D8%B6%D8%B1%D8%B1-%D8%AE%D8%B7-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,مناظرة جعجع حلمٌ باسيليٌ جديد استيقظ منه باكرًا,https://www.nidaalwatan.com/article/362635-%D9%85%D9%86%D8%A7%D8%B8%D8%B1%D8%A9-%D8%AC%D8%B9%D8%AC%D8%B9-%D8%AD%D9%84%D9%85-%D8%A8%D8%A7%D8%B3%D9%8A%D9%84%D9%8A-%D8%AC%D8%AF%D9%8A%D8%AF-%D8%A7%D8%B3%D8%AA%D9%8A%D9%82%D8%B8-%D9%85%D9%86%D9%87-%D8%A8%D8%A7%D9%83%D8%B1%D8%A7,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,"إسرائيل تُدير المعركة مع ""حزب الله"" وأميركا تفتح الحساب مع إيران",https://www.nidaalwatan.com/article/362582-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D9%83%D8%A9-%D9%85%D8%B9-%D8%AD%D8%B2%D8%A8-%D8%A7%D9%84%D9%84%D9%87-%D9%88%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D8%AA%D9%81%D8%AA%D8%AD-%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%A8-%D9%85%D8%B9-%D8%A5%D9%8A%D8%B1%D8%A7%D9%86,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,"الأردن ""السند الوفي"" للبنان منذ كميل شمعون لليوم",https://www.nidaalwatan.com/article/362626-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D8%A7%D9%84%D8%B3%D9%86%D8%AF-%D8%A7%D9%84%D9%88%D9%81%D9%8A-%D9%84%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D9%85%D9%86%D8%B0-%D9%83%D9%85%D9%8A%D9%84-%D8%B4%D9%85%D8%B9%D9%88%D9%86-%D9%84%D9%84%D9%8A%D9%88%D9%85,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,بالفيديو - رشا الأمير: الرئيس يعرف القَتَلَة واحدًا واحدًا,https://www.nidaalwatan.com/article/362501-%D8%B1%D8%B4%D8%A7-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3-%D9%8A%D8%B9%D8%B1%D9%81-%D8%A7%D9%84%D9%82%D8%AA%D9%84%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A7-%D9%88%D8%A7%D8%AD%D8%AF%D8%A7,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,"حليمة قعقور... فساد ""à la carte""",https://www.nidaalwatan.com/article/362629-%D8%AD%D9%84%D9%8A%D9%85%D8%A9-%D9%82%D8%B9%D9%82%D9%88%D8%B1-%D9%81%D8%B3%D8%A7%D8%AF-a-la-carte,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,"""الطائفية"": من خطاب السوق إلى منهجية المادة 95",https://www.nidaalwatan.com/article/362256-%D8%A7%D9%84%D8%B7%D8%A7%D8%A6%D9%81%D9%8A%D8%A9-%D9%85%D9%86-%D8%AE%D8%B7%D8%A7%D8%A8-%D8%A7%D9%84%D8%B3%D9%88%D9%82-%D8%A5%D9%84%D9%89-%D9%85%D9%86%D9%87%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D8%AF%D8%A9-95,,ok,
nidaa-elwatan,محليات,31 . 01 . 2026,المعادلة الداخلية إلى تغيير متسارع والكهرباء متوافرة للتسخين الانتخابي,https://www.nidaalwatan.com/article/362570-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%84%D8%A9-%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%AA%D8%BA%D9%8A%D9%8A%D8%B1-%D9%85%D8%AA%D8%B3%D8%A7%D8%B1%D8%B9-%D9%88%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D9%85%D8%AA%D9%88%D8%A7%D9%81%D8%B1%D8%A9-%D9%84%D9%84%D8%AA%D8%B3%D8%AE%D9%8A%D9%86-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D9%8A,,ok,
nidaa-elwatan,أسرار,31.01.2026,أسرار اليوم,https://www.nidaalwatan.com/article/362642-%D9%85%D8%A7%D8%B0%D8%A7-%D9%81%D9%8A-%D8%A3%D8%B3%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D9%8A%D9%88%D9%85-31012026,"تقول مصادر خاصة إن رجل أعمال لبنانيًا من جنوب لبنان، ويقيم ويعمل في البيرو، عقد منذ فترة قصيرة اجتماعات بعيدة من الأضواء مع قياديين في ""حزب الله"" في الضاحية الجنوبية لبيروت. وبحسب المصادر، تمحورت اللقاءات حول صفقات تجارية في أميركا اللاتينية لصالح ""الحزب""، إلى جانب تسهيل تهريب أشخاص مقرّبين من ""الحزب"" إلى روسيا تحوم حولهم شبهات بأنشطة مشبوهة داخل أميركا اللاتينية. || كشفت مصادر خاصة أن الشارع الصيداوي بدأ يُسجّل تململًا متزايدًا من أداء بعض أعضاء المجلس البلدي في مدينة صيدا، في ظل غياب أي دور فعلي لهم، مقابل نشاط لافت لأعضاء آخرين يعملون على إعادة تأهيل شوارع المدينة وتحسين الإنارة العامة في مختلف الأحياء والشوارع على نفقتهم الخاصة، استعدادًا لاستقبال شهر رمضان المبارك. || يبدو أن الأمور تدهورت مجددًا في مجلس تمَّ تعيينه أخيرًا، على خلفية تباينات جوهرية في وجهات النظر حيال أكثر من موضوع، ويجري نقاش بعيد من الأضواء لاستبعاد ""المشاكسين"".",ok,
jomhouriya,lebanon,08:55,مجددا.. هزّة خفيفة في لبنان,https://www.aljoumhouria.com/ar/news/795634/%D9%85%D8%AC%D8%AF%D8%AF%D8%A7-%D9%87%D8%B2%D8%A9-%D8%AE%D9%81%D9%8A%D9%81%D8%A9-%D9%81%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,07:19,"""الميكانيزم"" تعود… وهذا هو المطلوب",https://www.aljoumhouria.com/ar/news/795627/%D8%A7%D9%84%D9%85%D9%8A%D9%83%D8%A7%D9%86%D9%8A%D8%B2%D9%85-%D8%AA%D8%B9%D9%88%D8%AF-%D9%88%D9%87%D8%B0%D8%A7-%D9%87%D9%88-%D8%A7%D9%84%D9%85%D8%B7%D9%84%D9%88%D8%A8?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,07:10,ضبابية انتخابية رغم التأكيد الرسمي: لا تأجيل معلن ولا حسم نهائي,https://www.aljoumhouria.com/ar/news/795626/%D8%B6%D8%A8%D8%A7%D8%A8%D9%8A%D8%A9-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D9%8A%D8%A9-%D8%B1%D8%BA%D9%85-%D8%A7%D9%84%D8%AA%D8%A7%D9%83%D9%8A%D8%AF-%D8%A7%D9%84%D8%B1%D8%B3%D9%85%D9%8A-%D9%84%D8%A7-%D8%AA%D8%A7%D8%AC%D9%8A%D9%84-%D9%85%D8%B9%D9%84%D9%86-%D9%88%D9%84%D8%A7-%D8%AD%D8%B3%D9%85-%D9%86%D9%87%D8%A7%D9%8A%D9%8A?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,07:00,"أسرار ""الجمهورية"": مقاعد نيابية قد تشهد تغييراً",https://www.aljoumhouria.com/ar/news/795622/%D8%A7%D8%B3%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9-%D9%85%D9%82%D8%A7%D8%B9%D8%AF-%D9%86%D9%8A%D8%A7%D8%A8%D9%8A%D8%A9-%D9%82%D8%AF-%D8%AA%D8%B4%D9%87%D8%AF-%D8%AA%D8%BA%D9%8A%D9%8A%D8%B1%D8%A7?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,06:57,عون وبري وكواليس التفاوض حول السلاح,https://www.aljoumhouria.com/ar/news/795621/%D8%B9%D9%88%D9%86-%D9%88%D8%A8%D8%B1%D9%8A-%D9%88%D9%83%D9%88%D8%A7%D9%84%D9%8A%D8%B3-%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D9%88%D8%B6-%D8%AD%D9%88%D9%84-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D8%AD?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,06:55,فرنسا تكسر رواية الإقصاء,https://www.aljoumhouria.com/ar/news/795620/%D9%81%D8%B1%D9%86%D8%B3%D8%A7-%D8%AA%D9%83%D8%B3%D8%B1-%D8%B1%D9%88%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A7%D9%82%D8%B5%D8%A7%D8%A1?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,06:51,مساعدات الجيش على «القطعة» وتحاكي «حصر السلاح»,https://www.aljoumhouria.com/ar/news/795619/%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D8%B7%D8%B9%D8%A9--%D9%88%D8%AA%D8%AD%D8%A7%D9%83%D9%8A-%D8%AD%D8%B5%D8%B1-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D8%AD?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,06:48,لبنان في مرآة ابن خلدون,https://www.aljoumhouria.com/ar/news/795618/%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D9%81%D9%8A-%D9%85%D8%B1%D8%A7%D8%A9-%D8%A7%D8%A8%D9%86-%D8%AE%D9%84%D8%AF%D9%88%D9%86?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,06:46,المسيحيون العرب: شركاء التأسيس وصنّاع الحضارة في الفضاء الإسلامي,https://www.aljoumhouria.com/ar/news/795617/%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%AD%D9%8A%D9%88%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8--%D8%B4%D8%B1%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%AA%D8%A7%D8%B3%D9%8A%D8%B3-%D9%88%D8%B5%D9%86%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B6%D8%A7%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%B6%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%D9%8A?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,06:33,مانشيت: المنطقة تغلي: لا الخارج مأمون ولا الداخل مضمون والموازنة تُبرز العجز ... والانتخابات تنتظر التعديلات,https://www.aljoumhouria.com/ar/news/795613/%D9%85%D8%A7%D9%86%D8%B4%D9%8A%D8%AA-%D8%A7%D9%84%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%AA%D8%BA%D9%84%D9%8A-%D9%84%D8%A7-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC-%D9%85%D8%A7%D9%85%D9%88%D9%86-%D9%88%D9%84%D8%A7-%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84-%D9%85%D8%B6%D9%85%D9%88%D9%86-%D9%88%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B2%D9%86%D8%A9-%D8%AA%D8%A8%D8%B1%D8%B2-%D8%A7%D9%84%D8%B9%D8%AC%D8%B2--%D9%88%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AA%D9%86%D8%AA%D8%B8%D8%B1-%D8%A7%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,22:49,المساعدون القضائيون: تمديد الاعتكاف الشامل ابتداء من الإثنين ولغاية الجمعة,https://www.aljoumhouria.com/ar/news/795612/%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D9%88%D9%86-%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D9%8A%D9%8A%D9%88%D9%86-%D8%AA%D9%85%D8%AF%D9%8A%D8%AF-%D8%A7%D9%84%D8%A7%D8%B9%D8%AA%D9%83%D8%A7%D9%81-%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%84-%D8%A7%D8%A8%D8%AA%D8%AF%D8%A7%D8%A1-%D9%85%D9%86-%D8%A7%D9%84%D8%A7%D8%AB%D9%86%D9%8A%D9%86-%D9%88%D9%84%D8%BA%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,21:34,"خلاصة ""الجمهورية"": الحكومة تُقرّ إعادة الإعمار على وقع الغارات!",https://www.aljoumhouria.com/ar/news/795603/%D8%AE%D9%84%D8%A7%D8%B5%D8%A9-%D8%A7%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%AA%D9%82%D8%B1-%D8%A7%D8%B9%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%A7%D8%B9%D9%85%D8%A7%D8%B1-%D8%B9%D9%84%D9%89-%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,20:34,بالفيديو - أبرز الأخبار العالمية والمحلية,https://www.aljoumhouria.com/ar/news/795599/%D8%A8%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88--%D8%A7%D8%A8%D8%B1%D8%B2-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A%D8%A9?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,20:12,مداهمة للجيش في بعلبك.. وهذا ما تم ضبطه,https://www.aljoumhouria.com/ar/news/795595/%D9%85%D8%AF%D8%A7%D9%87%D9%85%D8%A9-%D9%84%D9%84%D8%AC%D9%8A%D8%B4-%D9%81%D9%8A-%D8%A8%D8%B9%D9%84%D8%A8%D9%83-%D9%88%D9%87%D8%B0%D8%A7-%D9%85%D8%A7-%D8%AA%D9%85-%D8%B6%D8%A8%D8%B7%D9%87?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,19:31,سلسلة غارات إسرائيلية تهزّ جنوب لبنان,https://www.aljoumhouria.com/ar/news/795591/%D8%B3%D9%84%D8%B3%D9%84%D8%A9-%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D8%B3%D8%B1%D8%A7%D9%8A%D9%8A%D9%84%D9%8A%D8%A9-%D8%AA%D9%87%D8%B2-%D8%AC%D9%86%D9%88%D8%A8-%D9%84%D8%A8%D9%86%D8%A7%D9%86?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,19:22,الحكومة تقرّ هيكلية إعادة الأعمار واتفاقية نقل المحكومين السوريين الى بلادهم,https://www.aljoumhouria.com/ar/news/795587/%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%AA%D9%82%D8%B1-%D9%87%D9%8A%D9%83%D9%84%D9%8A%D8%A9-%D8%A7%D8%B9%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%A7%D8%B9%D9%85%D8%A7%D8%B1-%D9%88%D8%A7%D8%AA%D9%81%D8%A7%D9%82%D9%8A%D8%A9-%D9%86%D9%82%D9%84-%D8%A7%D9%84%D9%85%D8%AD%D9%83%D9%88%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D9%8A%D9%86-%D8%A7%D9%84%D9%89-%D8%A8%D9%84%D8%A7%D8%AF%D9%87%D9%85?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,19:19,الرئيس عون هنأ بإقرار الموازنة: موظفو القطاع العام يستحقون كل ما يطالبون به,https://www.aljoumhouria.com/ar/news/795585/%D8%A7%D9%84%D8%B1%D9%8A%D9%8A%D8%B3-%D8%B9%D9%88%D9%86-%D9%87%D9%86%D8%A7-%D8%A8%D8%A7%D9%82%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B2%D9%86%D8%A9-%D9%85%D9%88%D8%B8%D9%81%D9%88-%D8%A7%D9%84%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D9%8A%D8%B3%D8%AA%D8%AD%D9%82%D9%88%D9%86-%D9%83%D9%84-%D9%85%D8%A7-%D9%8A%D8%B7%D8%A7%D9%84%D8%A8%D9%88%D9%86-%D8%A8%D9%87?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
jomhouriya,lebanon,18:49,فرنسا: هجمات إسرائيل في لبنان يجب أن تتوقف,https://www.aljoumhouria.com/ar/news/795581/%D9%81%D8%B1%D9%86%D8%B3%D8%A7-%D9%87%D8%AC%D9%85%D8%A7%D8%AA-%D8%A7%D8%B3%D8%B1%D8%A7%D9%8A%D9%8A%D9%84-%D9%81%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D9%8A%D8%AC%D8%A8-%D8%A7%D9%86-%D8%AA%D8%AA%D9%88%D9%82%D9%81?utm_source=category&utm_medium=web&utm_campaign=category,,ok,
